ID,DATOP,FLTID,DEPSTN,ARRSTN,STD,STA,STATUS,AC,target
train_id_2173,August,AT 0620 ,AHU,AMS,8/25/2016 8:30,2016-08-25 11.45.00,ATA,TU 32AIMM,ONTIME
train_id_2174,August,TU 0485 ,ZRH,DJE,8/27/2016 15:55,2016-08-27 18.25.00,ATA,TU 31AIMJ,Severe
train_id_2175,August,TU 9177 ,TUN,DJE,8/27/2016 21:25,2016-08-27 22.15.00,ATA,TU 320IMT,Severe
train_id_2176,August,TU 3140 ,MIR,CDG,8/27/2016 22:10,2016-08-28 00.40.00,ATA,TU 32AIML,Severe
train_id_2177,August,TU 3141 ,CDG,TUN,8/28/2016 1:30,2016-08-28 04.00.00,ATA,TU 32AIML,Severe
train_id_2178,August,TU 3153 ,TLS,TUN,8/28/2016 2:55,2016-08-28 04.30.00,ATA,TU 320IMS,ONTIME
train_id_2179,August,TU 3402 ,DJE,CDG,8/27/2016 23:05,2016-08-28 01.50.00,ATA,TU 320IMT,Severe
train_id_2180,August,TU 3423 ,MRS,MIR,8/28/2016 2:45,2016-08-28 04.20.00,ATA,TU 332IFM,ONTIME
train_id_2181,August,UG 1312 ,SFA,CDG,8/28/2016 13:20,2016-08-28 15.55.00,DEP,TU CR9ISA,Common
train_id_2182,August,TU 8539 ,OPO,LIS,8/28/2016 10:15,2016-08-28 11.15.00,ATA,TU 736IOL,Severe
train_id_2183,August,TU 6291 ,CDG,DJE,8/28/2016 14:45,2016-08-28 17.40.00,ATA,TU 736IOR,Medium
train_id_2184,August,TU 0903 ,MRS,TUN,8/28/2016 13:50,2016-08-28 15.25.00,ATA,TU 320IMS,Common
train_id_2185,August,TU 0473 ,VCE,TUN,8/28/2016 15:50,2016-08-28 17.30.00,ATA,TU 32AIMH,Medium
train_id_2186,August,TU 0998 ,TUN,NCE,8/28/2016 14:15,2016-08-28 15.45.00,ATA,TU 31BIMO,Common
train_id_2187,August,TU 0563 ,TUN,NKC,8/28/2016 18:45,2016-08-28 23.40.00,ATA,TU 320IMR,Severe
train_id_2188,August,TU 0606 ,TUN,MAD,8/28/2016 14:30,2016-08-28 16.35.00,ATA,TU 31BIMQ,ONTIME
train_id_2189,August,TU 0695 ,MRS,DJE,8/28/2016 15:15,2016-08-28 17.15.00,ATA,TU 736IOP,Medium
train_id_2190,August,TU 9111 ,TUN,DJE,8/29/2016 19:45,2016-08-29 20.40.00,ATA,TU 736IOM,Common
train_id_2191,August,TU 3177 ,NCE,DJE,8/29/2016 21:20,2016-08-29 23.15.00,ATA,TU 320IMS,Severe
train_id_2192,August,TU 0790 ,TUN,LGW,8/31/2016 6:15,2016-08-31 08.55.00,ATA,TU 31BIMQ,Common
train_id_2193,August,TU 0526 ,TUN,DUS,8/31/2016 6:25,2016-08-31 09.10.00,ATA,TU 736IOR,Medium
train_id_2194,August,AT 0670 ,NDR,AMS,8/31/2016 6:50,2016-08-31 10.00.00,ATA,TU 32AIMP,ONTIME
train_id_2195,August,TU 6140 ,DJE,LJU,8/31/2016 7:00,2016-08-31 09.15.00,ATA,TU 736ION,ONTIME
train_id_2196,August,TU 0745 ,FRA,TUN,8/31/2016 10:30,2016-08-31 12.55.00,ATA,TU 32AIMD,Severe
train_id_2197,August,AT 0606 ,OUD,MRS,8/31/2016 8:50,2016-08-31 10.45.00,ATA,TU 32AIMN,Common
train_id_2198,August,TU 0712 ,CMN,TUN,8/31/2016 10:35,2016-08-31 13.00.00,ATA,TU 31BIMO,Severe
train_id_2199,August,TU 3053 ,ORY,DJE,8/31/2016 9:35,2016-08-31 12.20.00,ATA,TU 736IOP,ONTIME
train_id_2200,August,TU 0543 ,MUC,TUN,8/31/2016 9:55,2016-08-31 12.05.00,ATA,TU 736IOL,Severe
train_id_2201,August,TU 0751 ,LYS,TUN,8/31/2016 10:40,2016-08-31 12.35.00,ATA,TU 320IMU,Medium
train_id_2202,August,TU 6141 ,LJU,DJE,8/31/2016 10:00,2016-08-31 12.20.00,ATA,TU 736ION,ONTIME
train_id_2203,August,TU 0246 ,TUN,SXB,8/31/2016 14:40,2016-08-31 17.00.00,ATA,5M 343SUN,Severe
train_id_2204,August,TU 0399 ,TUN,ABJ,8/31/2016 16:30,2016-08-31 21.50.00,ATA,TU 320IMR,Common
train_id_2205,August,TU 0929 ,MRS,TUN,8/31/2016 18:40,2016-08-31 20.15.00,ATA,TU 32AIMF,Medium
train_id_2206,August,TU 0319 ,LIS,TUN,8/31/2016 18:05,2016-08-31 20.50.00,ATA,TU 736IOR,Common
train_id_2207,August,TU 0607 ,MAD,TUN,8/31/2016 17:25,2016-08-31 19.30.00,ATA,TU 31BIMQ,Medium
train_id_2208,August,TU 0724 ,TUN,ORY,8/31/2016 18:20,2016-08-31 20.40.00,ATA,TU 32AIMH,Medium
train_id_2209,August,TU 3260 ,TUN,NCE,8/31/2016 21:40,2016-08-31 23.10.00,ATA,TU 736IOR,Severe
train_id_2210,August,TU 3034 ,TUN,CDG,8/31/2016 22:00,2016-09-01 00.20.00,ATA,5K 343TQY,Medium
train_id_2211,August,TU 3041 ,NCE,TUN,8/31/2016 23:30,2016-09-01 01.05.00,ATA,TU 32AIMF,ONTIME
train_id_2212,August,TU 3069 ,CDG,DJE,8/31/2016 23:55,2016-09-01 02.45.00,ATA,TU 31AIMK,ONTIME
train_id_2213,September,TU 3045 ,LYS,TUN,9/1/2016 0:00,2016-09-01 01.47.00,ATA,TU 320IMS,ONTIME
train_id_2214,September,TU 5044 ,JED,TUN,9/2/2016 3:10,2016-09-02 08.05.00,ATA,TU 332IFM,ONTIME
train_id_2215,September,TU 0928 ,TUN,MRS,9/2/2016 16:15,2016-09-02 17.50.00,ATA,TU 32AIMI,Severe
train_id_2216,September,TU 0719 ,ORY,TUN,9/2/2016 12:40,2016-09-02 15.05.00,ATA,TU 32AIMD,Medium
train_id_2217,September,TU 0734 ,DJE,ORY,9/2/2016 13:30,2016-09-02 16.10.00,ATA,TU 31AIMK,Common
train_id_2218,September,AT 0625 ,ORY,OUD,9/2/2016 11:55,2016-09-02 14.30.00,ATA,TU 32AIMN,Medium
train_id_2219,September,TU 0472 ,TUN,VCE,9/2/2016 13:15,2016-09-02 14.55.00,ATA,TU 320IMU,Severe
train_id_2220,September,TU 2600 ,DJE,ORY,9/3/2016 12:00,2016-09-03 14.45.00,ATA,TU 736IOR,Medium
train_id_2221,January,TU 0718 ,TUN,ORY,1/8/2016 10:05,2016-01-08 12.25.00,ATA,TU 32AIMP,Severe
train_id_2222,January,TU 0851 ,LYS,TUN,1/8/2016 15:05,2016-01-08 17.00.00,ATA,TU 320IMT,Medium
train_id_2223,January,TU 0543 ,MUC,TUN,1/8/2016 15:55,2016-01-08 18.05.00,ATA,TU 320IMU,Severe
train_id_2224,January,TU 0642 ,TUN,VIE,1/21/2016 13:40,2016-01-21 16.00.00,ATA,TU 736IOP,Common
train_id_2225,January,TU 0701 ,GVA,TUN,1/21/2016 15:25,2016-01-21 17.20.00,ATA,TU 32AIMI,Severe
train_id_2226,January,TU 0338 ,TUN,ALG,1/21/2016 14:30,2016-01-21 15.50.00,ATA,TU 320IMR,Common
train_id_2227,January,TU 0752 ,TUN,FCO,1/23/2016 7:40,2016-01-23 09.05.00,ATA,TU 320IMR,ONTIME
train_id_2228,February,TU 0756 ,TUN,MXP,2/15/2016 12:30,2016-02-15 14.15.00,ATA,TU 320IMR,Common
train_id_2229,February,TU 0362 ,TUN,BLQ,2/15/2016 13:00,2016-02-15 14.35.00,ATA,TU 32AIMP,ONTIME
train_id_2230,March,TU 0607 ,MAD,TUN,3/4/2016 10:10,2016-03-04 12.20.00,ATA,TU 320IMV,Common
train_id_2231,March,TU 0539 ,DUS,DJE,3/5/2016 10:20,2016-03-05 13.25.00,ATA,TU 736IOR,Common
train_id_2232,March,TU 0931 ,MRS,TUN,3/5/2016 10:20,2016-03-05 11.55.00,ATA,TU 32AIMD,Medium
train_id_2233,March,TU 0719 ,ORY,TUN,3/7/2016 14:55,2016-03-07 17.20.00,ATA,TU 32AIMG,Common
train_id_2234,March,UG 0008 ,TUN,DJE,3/7/2016 14:45,2016-03-07 15.45.00,ATA,TU 320IMT,Common
train_id_2235,March,TU 0374 ,TUN,ALG,3/10/2016 8:15,2016-03-10 09.35.00,ATA,TU 320IMT,Severe
train_id_2236,March,TU 9082 ,TUN,DJE,3/10/2016 5:20,2016-03-10 06.15.00,ATA,TU 736IOR,ONTIME
train_id_2237,March,TU 9950 ,TUN,TUN,3/10/2016 5:00,2016-03-10 06.00.00,ATA,TU 32AIMH,Common
train_id_2238,March,TU 6044 ,JED,TUN,3/10/2016 4:30,2016-03-10 09.30.00,ATA,TU 320IMS,Medium
train_id_2239,March,TU 6498 ,DJE,NBE,3/12/2016 4:40,2016-03-12 05.25.00,ATA,TU 32AIMD,ONTIME
train_id_2240,March,TU 0540 ,NBE,DUS,3/19/2016 6:20,2016-03-19 09.10.00,ATA,TU 32AIMD,ONTIME
train_id_2241,March,TU 6042 ,TOE,TUN,3/24/2016 10:15,2016-03-24 11.10.00,ATA,TU 320IMT,ONTIME
train_id_2242,March,TU 3700 ,TUN,LIL,3/24/2016 20:00,2016-03-24 22.30.00,ATA,TU 736IOQ,Severe
train_id_2243,April,TU 0881 ,AMS,TUN,4/8/2016 9:30,2016-04-08 12.25.00,ATA,TU 32AIMF,Common
train_id_2244,April,TU 0635 ,ORY,DJE,4/8/2016 9:50,2016-04-08 12.35.00,ATA,TU 31AIMK,Medium
train_id_2245,April,TU 0720 ,TUN,ORY,4/8/2016 12:25,2016-04-08 14.45.00,ATA,TU 320IMV,Medium
train_id_2246,April,TU 0680 ,MIR,MRS,4/9/2016 17:00,2016-04-09 18.45.00,ATA,TU 736IOK,Severe
train_id_2247,April,TU 6551 ,HAM,DJE,4/8/2016 9:55,2016-04-08 13.05.00,ATA,TU 31AIMJ,ONTIME
train_id_2248,April,TU 0712 ,CMN,TUN,4/8/2016 10:35,2016-04-08 12.55.00,ATA,TU 31BIMO,Common
train_id_2249,April,TU 0789 ,BRU,MRS,4/8/2016 11:00,2016-04-08 12.15.00,ATA,TU 32AIMP,Severe
train_id_2250,April,TU 0789 ,MRS,TUN,4/8/2016 13:05,2016-04-08 14.40.00,ATA,TU 32AIMP,Severe
train_id_2251,April,TU 0753 ,FCO,TUN,4/9/2016 10:20,2016-04-09 11.35.00,ATA,TU 32AIMI,Severe
train_id_2252,April,TU 0712 ,CMN,TUN,4/19/2016 10:35,2016-04-19 13.00.00,ATA,TU 320IMV,ONTIME
train_id_2253,April,TU 0717 ,ORY,TUN,4/24/2016 10:15,2016-04-24 12.40.00,ATA,TU 32AIMP,Common
train_id_2254,April,TU 0753 ,FCO,TUN,4/24/2016 10:20,2016-04-24 11.35.00,ATA,TU 31BIMQ,Common
train_id_2255,April,UG 1313 ,CDG,SFA,4/24/2016 10:10,2016-04-24 12.40.00,DEP,TU CR9ISA,ONTIME
train_id_2256,April,TU 0209 ,NTE,TUN,4/24/2016 10:10,2016-04-24 12.25.00,ATA,TU 31AIMJ,Common
train_id_2257,April,TU 0857 ,MXP,TUN,4/24/2016 10:35,2016-04-24 12.30.00,ATA,TU 31BIMO,Common
train_id_2258,April,TU 0997 ,NCE,TUN,4/24/2016 10:15,2016-04-24 11.45.00,ATA,TU 32AIMI,Common
train_id_2259,April,TU 0472 ,TUN,VCE,4/24/2016 13:15,2016-04-24 15.00.00,ATA,TU 31AIMJ,Medium
train_id_2260,April,TU 0712 ,CMN,TUN,4/24/2016 10:35,2016-04-24 13.00.00,ATA,TU 320IMV,Common
train_id_2261,April,TU 0745 ,FRA,TUN,4/24/2016 10:20,2016-04-24 12.45.00,ATA,TU 32AIMN,Common
train_id_2262,April,TU 0751 ,LYS,TUN,4/24/2016 10:40,2016-04-24 12.35.00,ATA,TU 320IMW,Common
train_id_2263,April,TU 0363 ,BLQ,TUN,4/24/2016 11:00,2016-04-24 12.30.00,ATA,TU 736IOR,ONTIME
train_id_2264,April,TU 0930 ,TUN,MRS,4/26/2016 6:25,2016-04-26 08.00.00,ATA,TU 32AIMN,ONTIME
train_id_2265,June,TU 0226 ,TUN,BEG,6/3/2016 14:25,2016-06-03 16.25.00,ATA,TU 32AIMP,Common
train_id_2266,June,TU 0724 ,TUN,ORY,6/3/2016 18:20,2016-06-03 20.40.00,ATA,TU 32AIMI,Medium
train_id_2267,June,TU 0717 ,ORY,TUN,6/11/2016 10:15,2016-06-11 12.40.00,ATA,TU 320IMU,Severe
train_id_2268,June,TU 0790 ,TUN,LHR,6/21/2016 12:50,2016-06-21 15.55.00,ATA,TU 32AIMD,ONTIME
train_id_2269,June,TU 7237 ,BRQ,OSR,6/21/2016 14:10,2016-06-21 14.45.00,ATA,TU 31AIMK,ONTIME
train_id_2270,June,TU 0700 ,TUN,GVA,6/21/2016 13:25,2016-06-21 15.20.00,ATA,TU 31BIMO,ONTIME
train_id_2271,June,TU 9436 ,DJE,TOE,6/21/2016 13:05,2016-06-21 13.50.00,ATA,TU 736IOR,Common
train_id_2272,June,TU 0716 ,TUN,ORY,6/28/2016 6:50,2016-06-28 09.10.00,ATA,TU 32AIMF,Severe
train_id_2273,June,TU 0931 ,MRS,TUN,6/30/2016 8:50,2016-06-30 10.25.00,ATA,TU 736IOK,Common
train_id_2274,July,AT 0668 ,OUD,AMS,7/2/2016 6:45,2016-07-02 10.00.00,ATA,TU 32AIMN,Common
train_id_2275,July,AT 0680 ,NDR,BRU,7/14/2016 1:20,2016-07-14 04.10.00,ATA,TU 32AIMM,ONTIME
train_id_2276,July,TU 3501 ,TUN,EBL,7/14/2016 20:00,2016-07-14 23.50.00,ATA,TU 320IMV,Severe
train_id_2277,July,TU 0462 ,MIR,LYS,7/17/2016 11:50,2016-07-17 13.50.00,ATA,TU 31AIMJ,ONTIME
train_id_2278,July,AT 0624 ,OUD,ORY,7/18/2016 8:20,2016-07-18 11.00.00,ATA,TU 32AIMN,Medium
train_id_2279,July,TU 0724 ,TUN,ORY,7/20/2016 18:20,2016-07-20 20.40.00,ATA,TU 32AIMG,Common
train_id_2280,July,TU 0722 ,TUN,ORY,7/23/2016 14:30,2016-07-23 16.50.00,ATA,TU 320IMT,Common
train_id_2281,July,TU 0998 ,TUN,NCE,7/23/2016 14:15,2016-07-23 15.45.00,ATA,TU 32AIMG,Common
train_id_2282,July,TU 9013 ,NBE,DJE,7/23/2016 14:15,2016-07-23 14.50.00,ATA,TU 736ION,ONTIME
train_id_2283,July,TU 0509 ,GVA,MIR,7/23/2016 14:00,2016-07-23 16.05.00,ATA,TU 736IOR,ONTIME
train_id_2284,July,TU 0721 ,ORY,TUN,7/23/2016 14:55,2016-07-23 17.20.00,ATA,TU 332IFM,Common
train_id_2285,July,TU 0283 ,TLS,TUN,7/23/2016 14:50,2016-07-23 16.40.00,ATA,TU 736IOM,Severe
train_id_2286,July,TU 0441 ,ORY,MIR,7/23/2016 14:35,2016-07-23 17.10.00,ATA,TU 736IOP,Common
train_id_2287,July,TU 9144 ,DJE,MIR,7/23/2016 13:45,2016-07-23 14.20.00,ATA,TU 31AIMJ,ONTIME
train_id_2288,July,TU 6593 ,SXF,NBE,7/23/2016 15:10,2016-07-23 18.00.00,ATA,TU 736IOK,Severe
train_id_2289,July,AT 0684 ,NDR,AMS,7/24/2016 15:05,2016-07-24 18.15.00,ATA,TU 32AIMM,Medium
train_id_2290,July,TU 0564 ,NKC,TUN,7/25/2016 0:30,2016-07-25 04.45.00,ATA,TU 320IMU,Severe
train_id_2291,July,TU 8957 ,LJU,MIR,7/27/2016 13:00,2016-07-27 14.55.00,ATA,TU 31AIMJ,ONTIME
train_id_2292,July,UG 1312 ,SFA,CDG,7/27/2016 13:20,2016-07-27 15.55.00,DEL,TU CR9ISA,ONTIME
train_id_2293,July,TU 0720 ,TUN,ORY,7/27/2016 12:25,2016-07-27 14.45.00,ATA,TU 320IMR,Common
train_id_2294,July,TU 0246 ,TUN,SXB,7/27/2016 13:35,2016-07-27 15.55.00,ATA,TU 736IOK,Medium
train_id_2295,July,TU 2680 ,DJE,ORY,7/27/2016 13:05,2016-07-27 15.50.00,ATA,TU 736IOL,Common
train_id_2296,July,TU 0712 ,CMN,TUN,7/28/2016 10:35,2016-07-28 13.00.00,ATA,TU 320IMS,ONTIME
train_id_2297,July,TU 0814 ,CAI,TUN,7/28/2016 10:55,2016-07-28 14.10.00,ATA,TU 31BIMQ,Common
train_id_2298,July,TU 0928 ,TUN,MRS,7/30/2016 16:15,2016-07-30 17.50.00,ATA,TU 320IMU,Severe
train_id_2299,July,TU 0847 ,TUN,BEY,7/31/2016 7:30,2016-07-31 10.45.00,ATA,TU 320IMV,Common
train_id_2300,July,TU 0996 ,TUN,NCE,7/31/2016 7:50,2016-07-31 09.20.00,ATA,TU 32AIMD,ONTIME
train_id_2301,July,TU 0721 ,ORY,TUN,7/31/2016 14:55,2016-07-31 17.20.00,ATA,TU 332IFN,Medium
train_id_2302,July,TU 0695 ,MRS,DJE,7/31/2016 15:15,2016-07-31 17.15.00,ATA,TU 736IOR,ONTIME
train_id_2303,August,AT 0620 ,AHU,AMS,8/4/2016 8:30,2016-08-04 11.45.00,ATA,TU 32AIMM,Severe
train_id_2304,August,TU 0722 ,TUN,ORY,8/4/2016 13:55,2016-08-04 16.20.00,ATA,TU 332IFN,Medium
train_id_2305,August,TU 0902 ,TUN,MRS,8/8/2016 11:25,2016-08-08 13.00.00,ATA,TU 32AIML,Common
train_id_2306,August,TU 0998 ,TUN,NCE,8/8/2016 14:15,2016-08-08 15.45.00,ATA,TU 320IMV,Severe
train_id_2307,August,AT 0683 ,BRU,TNG,8/8/2016 10:10,2016-08-08 13.05.00,ATA,TU 32AIMP,Common
train_id_2308,August,TU 9031 ,DJE,TUN,8/8/2016 14:00,2016-08-08 14.50.00,ATA,TU 736IOR,ONTIME
train_id_2309,August,AT 0621 ,AMS,AHU,8/8/2016 11:00,2016-08-08 14.10.00,ATA,TU 32AIMM,Common
train_id_2310,August,TU 0250 ,MIR,NCE,8/8/2016 12:00,2016-08-08 13.35.00,ATA,TU 31AIMJ,Common
train_id_2311,August,TU 0363 ,BLQ,TUN,8/8/2016 11:40,2016-08-08 13.15.00,ATA,TU 320IMS,Medium
train_id_2312,August,TU 0996 ,TUN,NCE,8/9/2016 7:50,2016-08-09 09.20.00,ATA,TU 736IOR,Common
train_id_2313,August,AT 0624 ,OUD,ORY,8/18/2016 8:20,2016-08-18 11.00.00,ATA,TU 32AIML,Common
train_id_2314,August,TU 0614 ,BKO,TUN,8/20/2016 1:55,2016-08-20 06.35.00,ATA,TU 320IMR,Severe
train_id_2315,August,TU 5002 ,MED,TUN,8/22/2016 6:20,2016-08-22 10.40.00,ATA,TU 332IFM,ONTIME
train_id_2316,August,TU 5005 ,MIR,MED,8/22/2016 5:50,2016-08-22 09.50.00,ATA,TU 332IFN,ONTIME
train_id_2317,August,TU 0542 ,TUN,MUC,8/22/2016 6:55,2016-08-22 09.10.00,ATA,TU 736ION,Common
train_id_2318,August,TU 0338 ,TUN,ALG,8/22/2016 7:30,2016-08-22 08.50.00,ATA,TU 320IMW,ONTIME
train_id_2319,August,TU 0463 ,LYS,MIR,8/22/2016 7:50,2016-08-22 09.55.00,ATA,TU 736IOM,ONTIME
train_id_2320,August,TU 0363 ,BLQ,TUN,8/22/2016 11:20,2016-08-22 12.55.00,ATA,TU 320IMR,Common
train_id_2321,August,AT 0625 ,ORY,OUD,8/22/2016 11:55,2016-08-22 14.30.00,ATA,TU 32AIMN,ONTIME
train_id_2322,August,TU 0720 ,TUN,ORY,8/22/2016 12:25,2016-08-22 14.45.00,ATA,TU 320IMW,Common
train_id_2323,August,TU 3011 ,CDG,DJE,8/22/2016 16:10,2016-08-22 19.00.00,ATA,TU 320IMU,Severe
train_id_2324,August,TU 0375 ,ALG,TUN,8/22/2016 16:05,2016-08-22 17.15.00,ATA,TU 32AIMD,Medium
train_id_2325,August,TU 0695 ,MRS,DJE,8/22/2016 16:05,2016-08-22 18.05.00,ATA,TU 736IOL,ONTIME
train_id_2326,August,TU 0724 ,TUN,ORY,8/22/2016 18:20,2016-08-22 20.40.00,ATA,TU 32AIMD,Medium
train_id_2327,August,TU 3008 ,TUN,CDG,8/22/2016 17:45,2016-08-22 20.05.00,ATA,TU 320IMT,Common
train_id_2328,August,TU 0319 ,LIS,TUN,8/22/2016 18:20,2016-08-22 21.00.00,ATA,TU 736ION,ONTIME
train_id_2329,August,TU 0814 ,CAI,TUN,8/22/2016 18:35,2016-08-22 21.50.00,ATA,TU 31BIMO,ONTIME
train_id_2330,August,TU 0929 ,MRS,TUN,8/22/2016 18:40,2016-08-22 20.15.00,ATA,TU 32AIML,Common
train_id_2331,August,TU 3447 ,LYS,DJE,8/22/2016 19:55,2016-08-22 22.10.00,ATA,TU 31AIMK,ONTIME
train_id_2332,August,TU 9055 ,TUN,DJE,8/23/2016 3:05,2016-08-23 03.50.00,ATA,TU 736IOK,ONTIME
train_id_2333,August,TU 0602 ,DJE,TUN,8/23/2016 4:30,2016-08-23 05.20.00,ATA,TU 736IOK,Common
train_id_2334,August,TU 3418 ,DJE,CDG,8/23/2016 4:50,2016-08-23 07.30.00,ATA,TU 32AIMI,Common
train_id_2335,August,TU 5012 ,MED,TOE,8/23/2016 6:00,2016-08-23 10.30.00,ATA,TU 332IFM,ONTIME
train_id_2336,August,TU 0634 ,DJE,ORY,8/23/2016 6:05,2016-08-23 08.50.00,ATA,TU 736IOP,ONTIME
train_id_2337,August,TU 0250 ,MIR,NCE,8/23/2016 6:00,2016-08-23 07.40.00,ATA,TU 736IOM,ONTIME
train_id_2338,August,TU 0880 ,TUN,AMS,8/23/2016 5:55,2016-08-23 08.45.00,ATA,TU 736ION,Common
train_id_2339,August,TU 3253 ,CDG,TUN,8/23/2016 6:00,2016-08-23 08.30.00,ATA,5K 343TQY,ONTIME
train_id_2340,August,TU 0602 ,TUN,ZRH,8/23/2016 6:10,2016-08-23 08.15.00,ATA,TU 736IOK,Common
train_id_2341,August,TU 0725 ,ORY,TUN,8/23/2016 6:00,2016-08-23 08.25.00,ATA,TU 32AIMD,Common
train_id_2342,August,TU 0814 ,CAI,TUN,8/23/2016 10:55,2016-08-23 14.10.00,ATA,TU 320IMR,Medium
train_id_2343,August,AT 0696 ,NDR,DUS,8/23/2016 6:35,2016-08-23 09.40.00,ATA,TU 32AIMM,ONTIME
train_id_2344,August,TU 0226 ,TUN,BEG,8/23/2016 6:15,2016-08-23 08.25.00,ATA,TU 320IMV,Medium
train_id_2345,August,TU 7240 ,MIR,PRG,8/23/2016 7:00,2016-08-23 09.40.00,ATA,TU 31AIMJ,ONTIME
train_id_2346,August,TU 0930 ,TUN,MRS,8/23/2016 6:25,2016-08-23 08.00.00,ATA,TU 32AIMF,Medium
train_id_2347,August,TU 0711 ,TUN,CMN,8/23/2016 7:00,2016-08-23 09.40.00,ATA,TU 31BIMO,Medium
train_id_2348,August,TU 0716 ,TUN,ORY,8/23/2016 6:50,2016-08-23 09.10.00,ATA,5M 343SUN,Medium
train_id_2349,August,TU 0248 ,TUN,PRG,8/23/2016 7:10,2016-08-23 09.45.00,ATA,TU 320IMS,Common
train_id_2350,August,AT 0668 ,OUD,AMS,8/23/2016 6:45,2016-08-23 10.00.00,ATA,TU 32AIMN,ONTIME
train_id_2351,August,AT 0678 ,NDR,BRU,8/23/2016 7:00,2016-08-23 09.50.00,ATA,TU 32AIMP,ONTIME
train_id_2352,August,TU 0726 ,MIR,BRU,8/23/2016 7:25,2016-08-23 10.15.00,ATA,TU 736IOL,Medium
train_id_2353,August,TU 0727 ,BRU,MIR,8/23/2016 11:05,2016-08-23 13.55.00,ATA,TU 736IOL,Medium
train_id_2354,August,TU 0727 ,MIR,DJE,8/23/2016 14:40,2016-08-23 15.25.00,ATA,TU 736IOL,Common
train_id_2355,August,TU 0813 ,TUN,CAI,8/23/2016 7:05,2016-08-23 10.05.00,ATA,TU 320IMR,Common
train_id_2356,August,TU 3419 ,CDG,DJE,8/23/2016 8:05,2016-08-23 10.55.00,ATA,TU 32AIMI,Common
train_id_2357,August,TU 0931 ,MRS,TUN,8/23/2016 8:50,2016-08-23 10.25.00,ATA,TU 32AIMF,Medium
train_id_2358,August,TU 0752 ,TUN,FCO,8/23/2016 7:55,2016-08-23 09.20.00,ATA,TU 32AIMH,ONTIME
train_id_2359,August,TU 0788 ,TUN,BRU,8/23/2016 7:30,2016-08-23 10.05.00,ATA,TU 320IMU,Medium
train_id_2360,August,TU 0996 ,TUN,NCE,8/23/2016 7:50,2016-08-23 09.20.00,ATA,TU 320IMW,Common
train_id_2361,August,TU 0514 ,TUN,BCN,8/23/2016 8:05,2016-08-23 09.50.00,ATA,TU 32AIML,ONTIME
train_id_2362,August,TU 3030 ,MIR,LYS,8/23/2016 7:55,2016-08-23 09.55.00,ATA,TU 320IMT,Common
train_id_2363,August,TU 0850 ,TUN,LYS,8/23/2016 13:20,2016-08-23 15.10.00,ATA,TU 32AIML,Severe
train_id_2364,August,TU 0745 ,FRA,TUN,8/23/2016 12:25,2016-08-23 14.45.00,ATA,TU 31BIMQ,Common
train_id_2365,August,TU 0756 ,TUN,MXP,8/23/2016 12:30,2016-08-23 14.15.00,ATA,TU 320IMW,Common
train_id_2366,August,TU 0902 ,TUN,MRS,8/23/2016 13:55,2016-08-23 15.30.00,ATA,TU 320IMS,Medium
train_id_2367,August,TU 9111 ,MIR,TOE,8/23/2016 13:10,2016-08-23 14.05.00,ATA,TU 736IOM,ONTIME
train_id_2368,August,TU 0719 ,ORY,TUN,8/23/2016 12:40,2016-08-23 15.05.00,ATA,TU 32AIMD,Common
train_id_2369,August,TU 0790 ,TUN,LGW,8/24/2016 6:15,2016-08-24 08.55.00,ATA,TU 31BIMQ,Common
train_id_2370,August,TU 7236 ,MIR,BRQ,8/23/2016 13:45,2016-08-23 16.15.00,ATA,TU 31AIMJ,Common
train_id_2371,August,TU 0628 ,TUN,BOD,8/23/2016 13:20,2016-08-23 15.30.00,ATA,TU 736ION,Medium
train_id_2372,August,TU 0282 ,TUN,TLS,8/23/2016 13:20,2016-08-23 15.15.00,ATA,TU 736IOR,Medium
train_id_2373,August,TU 0700 ,TUN,GVA,8/23/2016 13:25,2016-08-23 15.20.00,ATA,TU 320IMT,Common
train_id_2374,August,TU 2300 ,DJE,MIR,8/23/2016 14:00,2016-08-23 14.45.00,ATA,TU 736IOK,ONTIME
train_id_2375,August,TU 0216 ,TUN,IST,8/23/2016 15:55,2016-08-23 18.30.00,ATA,TU 32AIMD,Medium
train_id_2376,August,TU 0790 ,TUN,LHR,8/23/2016 12:50,2016-08-23 15.55.00,ATA,TU 32AIMH,Severe
train_id_2377,August,TU 0374 ,TUN,ALG,8/23/2016 13:45,2016-08-23 15.05.00,ATA,TU 320IMV,Common
train_id_2378,August,TU 3016 ,DJE,CDG,8/23/2016 13:55,2016-08-23 16.45.00,ATA,TU 31AIMK,Common
train_id_2379,August,TU 3015 ,CDG,MIR,8/23/2016 15:30,2016-08-23 18.05.00,ATA,TU 32AIMI,Medium
train_id_2380,August,TU 0397 ,TUN,OUA,8/23/2016 15:15,2016-08-23 19.35.00,ATA,TU 320IMU,Common
train_id_2381,August,TU 2700 ,TUN,LYS,8/23/2016 19:00,2016-08-23 20.55.00,ATA,TU 736ION,Severe
train_id_2382,August,TU 2701 ,LYS,TUN,8/23/2016 22:50,2016-08-24 00.30.00,ATA,TU 736ION,ONTIME
train_id_2383,August,TU 0851 ,LYS,TUN,8/23/2016 16:00,2016-08-23 17.55.00,ATA,TU 32AIML,Severe
train_id_2384,August,TU 0395 ,TUN,BKO,8/23/2016 15:20,2016-08-23 20.05.00,ATA,TU 320IMR,Severe
